ID,Date,Bench,DiaryNumber,CaseNumber,JudgementBy,URL
5f57afa92206e012be723e70,29-09-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",15724 / 2007,C.A. No.-003763-003763 / 2007,,jonew/judgment/judis/42980.pdf
5f57afaf2206e012be723e71,02-09-2015 ,"ANIL R. DAVE,ADARSH KUMAR GOEL",15736 / 2015,C.A. No.-006812-006812 / 2015,,jonew/judgment/judis/42940.pdf
5f57afb42206e012be723e72,13-04-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",15756 / 2014,Crl.A. No.-000592-000592 / 2015,,jonew/judgment/judis/42611.pdf
5f57afba2206e012be723e73,08-04-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",15767 / 2003,C.A. No.-009049-009051 / 2003,,jonew/judgment/judis/42564.pdf
5f57afbf2206e012be723e74,24-04-2015 ,"VIKRAMAJIT SEN,ABHAY MANOHAR SAPRE",15806 / 2013,C.A. No.-005511-005512 / 2014,,jonew/judgment/judis/42632.pdf
5f57afc42206e012be723e75,13-08-2015 ,"KURIAN JOSEPH,ADARSH KUMAR GOEL",15921 / 2005,Crl.A. No.-000812-000812 / 2008,,jonew/judgment/judis/42851.pdf
5f57afca2206e012be723e76,31-08-2015 ,"M.Y. EQBAL,ARUN MISHRA",15959 / 2015,SLP(C) No.-015043-015043 / 2015,,jonew/judgment/judis/42902.pdf
5f57afcf2206e012be723e77,10-03-2015 ,"DIPAK MISRA,N.V. RAMANA",15960 / 2011,Crl.A. No.-002153-002153 / 2011,,jonew/judgment/judis/42452.pdf
5f57afd42206e012be723e78,01-10-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",16023 / 2015,C.A. No.-008063-008063 / 2015,,jonew/judgment/judis/42995.pdf
5f57afd92206e012be723e79,04-12-2015 ,"ANIL R. DAVE,ADARSH KUMAR GOEL",16180 / 2011,C.A. No.-014074-014074 / 2015,,jonew/judgment/judis/43339.pdf
5f57afdf2206e012be723e7a,02-09-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",16223 / 2006,C.A. No.-003600-003600 / 2006,,jonew/judgment/judis/42932.pdf
5f57afe42206e012be723e7b,07-07-2015 ,"DIPAK MISRA,V. GOPALA GOWDA",16266 / 2012,Crl.A. No.-000866-000866 / 2015,,jonew/judgment/judis/42766.pdf
5f57afe92206e012be723e7c,28-01-2015 ,"J. CHELAMESWAR,ROHINTON FALI NARIMAN",16281 / 2012,C.A. No.-001232-001232 / 2015,,jonew/judgment/judis/42327.pdf
5f57afee2206e012be723e7d,15-07-2015 ,"RANJAN GOGOI,N.V. RAMANA",16291 / 2011,C.A. No.-000557-000558 / 2012,,jonew/judgment/judis/42783.pdf
5f57aff42206e012be723e7e,28-09-2015 ,"J. CHELAMESWAR,ABHAY MANOHAR SAPRE",16299 / 2014,C.A. No.-007991-007991 / 2015,,jonew/judgment/judis/42973.pdf
5f57aff92206e012be723e7f,05-05-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",16339 / 2004,C.A. No.-007526-007526 / 2004,,jonew/judgment/judis/42657.pdf
5f57affe2206e012be723e80,01-07-2015 ,"PINAKI CHANDRA GHOSE,UDAY UMESH LALIT",16444 / 2009,Crl.A. No.-001611-001611 / 2009,,jonew/judgment/judis/42731.pdf
5f57b0042206e012be723e81,01-07-2015 ,"JAGDISH SINGH KHEHAR,ARUN MISHRA",16476 / 1999,SLP(C) No.-003824-003824 / 2000,,jonew/judgment/judis/42753.pdf
5f57b0092206e012be723e82,01-07-2015 ,"PINAKI CHANDRA GHOSE,UDAY UMESH LALIT",16499 / 1999,SLP(C) No.-004033-004033 / 2000,,jonew/judgment/judis/42736.pdf
5f57b00e2206e012be723e83,01-07-2015 ,"PINAKI CHANDRA GHOSE,UDAY UMESH LALIT",16500 / 1999,SLP(C) No.-003939-003939 / 2000,,jonew/judgment/judis/42737.pdf
5f57b0142206e012be723e84,01-07-2015 ,"PINAKI CHANDRA GHOSE,UDAY UMESH LALIT",16510 / 1999,R.P.(C) No.-000428-000429 / 2000,,jonew/judgment/judis/42740.pdf
5f57b0192206e012be723e85,01-07-2015 ,"A.K. SIKRI,UDAY UMESH LALIT",16514 / 1999,C.A. No.-001272-001272 / 2002,,jonew/judgment/judis/42743.pdf
5f57b01e2206e012be723e86,09-04-2015 ,"JAGDISH SINGH KHEHAR,S.A. BOBDE",16546 / 2010,Crl.A. No.-000152-000152 / 2012,,jonew/judgment/judis/42603.pdf
5f57b0242206e012be723e87,05-11-2015 ,"H.L. DATTU,R.K. AGRAWAL,ARUN MISHRA",16702 / 2006,C.A. No.-003518-003518 / 2007,,jonew/judgment/judis/43110.pdf
5f57b0292206e012be723e88,20-03-2015 ,"V. GOPALA GOWDA,C. NAGAPPAN",16754 / 2012,C.A. No.-008284-008284 / 2013,,jonew/judgment/judis/42496.pdf
5f57b02e2206e012be723e89,06-07-2015 ,"J. CHELAMESWAR,ADARSH KUMAR GOEL",16785 / 1999,W.P.(C) No.-000038-000038 / 2000,,jonew/judgment/judis/42763.pdf
5f57b0332206e012be723e8a,18-09-2015 ,"PINAKI CHANDRA GHOSE,R.K. AGRAWAL",16831 / 2009,Crl.A. No.-000658-000658 / 2011,,jonew/judgment/judis/42953.pdf
5f57b0392206e012be723e8b,12-10-2015 ,"VIKRAMAJIT SEN,ABHAY MANOHAR SAPRE",16856 / 2013,C.A. No.-010251-010251 / 2014,,jonew/judgment/judis/43041.pdf
5f57b03e2206e012be723e8c,09-10-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",16862 / 2006,C.A. No.-001978-001978 / 2007,,jonew/judgment/judis/43035.pdf
5f57b0432206e012be723e8d,02-09-2015 ,"ANIL R. DAVE,ADARSH KUMAR GOEL",16883 / 2015,C.A. No.-006813-006814 / 2015,,jonew/judgment/judis/42941.pdf
5f57b0492206e012be723e8e,04-11-2015 ,"MADAN B. LOKUR,S.A. BOBDE",16934 / 2009,Crl.A. No.-000126-000126 / 2010,,jonew/judgment/judis/43107.pdf
5f57b04e2206e012be723e8f,01-07-2015 ,"DIPAK MISRA,UDAY UMESH LALIT",16957 / 2014,C.A. No.-010310-010311 / 2014,,jonew/judgment/judis/42771.pdf
5f57b0532206e012be723e90,06-08-2015 ,"ANIL R. DAVE,KURIAN JOSEPH",16961 / 2015,W.P.(C) No.-000306-000306 / 2015,,jonew/judgment/judis/42832.pdf
5f57b0592206e012be723e91,15-12-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",16984 / 2007,C.A. No.-005155-005156 / 2007,,jonew/judgment/judis/43187.pdf
5f57b05e2206e012be723e92,24-03-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",17031 / 2006,C.A. No.-001049-001049 / 2008,,jonew/judgment/judis/42571.pdf
5f57b0642206e012be723e93,08-12-2015 ,"VIKRAMAJIT SEN,SHIVA KIRTI SINGH",17109 / 2006,C.A. No.-002851-002851 / 2009,,jonew/judgment/judis/43165.pdf
5f57b0692206e012be723e94,07-04-2015 ,JAGDISH SINGH KHEHAR,17153 / 2013,ARBIT.CASE(C) No.-000022-000022 / 2013,,jonew/judgment/judis/42635.pdf
5f57b06e2206e012be723e95,15-01-2015 ,"M.Y. EQBAL,KURIAN JOSEPH",17183 / 2014,Crl.A. No.-000090-000090 / 2015,,jonew/judgment/judis/42301.pdf
5f57b0742206e012be723e96,06-05-2015 ,"PINAKI CHANDRA GHOSE,UDAY UMESH LALIT",17252 / 2007,Crl.A. No.-001317-001317 / 2008,,jonew/judgment/judis/42664.pdf
5f57b0792206e012be723e97,06-04-2015 ,"ANIL R. DAVE,KURIAN JOSEPH",17299 / 2014,C.A. No.-003585-003585 / 2015,,jonew/judgment/judis/42593.pdf
5f57b07e2206e012be723e98,03-11-2015 ,"VIKRAMAJIT SEN,SHIVA KIRTI SINGH",17332 / 2006,C.A. No.-004493-004493 / 2006,,jonew/judgment/judis/43104.pdf
5f57b0832206e012be723e99,27-03-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",17338 / 2003,C.A. No.-002609-002609 / 2004,,jonew/judgment/judis/42570.pdf
5f57b0892206e012be723e9a,19-11-2015 ,"V. GOPALA GOWDA,AMITAVA ROY",17390 / 2013,Crl.A. No.-000798-000798 / 2015,,jonew/judgment/judis/43123.pdf
5f57b08e2206e012be723e9b,14-08-2015 ,"ANIL R. DAVE,V. GOPALA GOWDA",17505 / 1999,SLP(C) No.-005845-005845 / 2000,,jonew/judgment/judis/42862.pdf
5f57b0932206e012be723e9c,01-07-2015 ,"DIPAK MISRA,UDAY UMESH LALIT",17544 / 2014,C.A. No.-004909-004909 / 2015,,jonew/judgment/judis/42773.pdf
5f57b0982206e012be723e9d,10-03-2015 ,"RANJAN GOGOI,PRAFULLA C. PANT",17571 / 2005,C.A. No.-001569-001569 / 2007,,jonew/judgment/judis/42454.pdf
5f57b09e2206e012be723e9e,02-07-2015 ,"T.S. THAKUR,R. BANUMATHI",17579 / 2012,Crl.A. No.-000844-000844 / 2015,,jonew/judgment/judis/42746.pdf
5f57b0a32206e012be723e9f,14-12-2015 ,"ANIL R. DAVE,ADARSH KUMAR GOEL",17601 / 2015,Crl.A. No.-001698-001698 / 2015,,jonew/judgment/judis/43368.pdf
5f57b0a92206e012be723ea0,09-01-2015 ,"T.S. THAKUR,ADARSH KUMAR GOEL,R. BANUMATHI",17639 / 2008,Crl.A. No.-001889-001889 / 2008,,jonew/judgment/judis/42245.pdf
5f57b0ae2206e012be723ea1,11-08-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",17712 / 2005,C.A. No.-005525-005526 / 2005,,jonew/judgment/judis/42839.pdf
5f57b0b32206e012be723ea2,16-10-2015 ,"VIKRAMAJIT SEN,SHIVA KIRTI SINGH",17760 / 2004,C.A. No.-001770-001770 / 2005,,jonew/judgment/judis/43079.pdf
5f57b0b92206e012be723ea3,05-05-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",17795 / 2004,C.A. No.-007215-007215 / 2004,,jonew/judgment/judis/42658.pdf
5f57b0be2206e012be723ea4,29-04-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",17796 / 2004,C.A. No.-006561-006561 / 2004,,jonew/judgment/judis/42646.pdf
5f57b0c32206e012be723ea5,29-09-2015 ,"VIKRAMAJIT SEN,SHIVA KIRTI SINGH",17860 / 2004,C.A. No.-002923-002923 / 2006,,jonew/judgment/judis/42976.pdf
5f57b0c92206e012be723ea6,04-09-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",17938 / 1999,SLP(C) No.-001290-001290 / 2000,,jonew/judgment/judis/42922.pdf
5f57b0ce2206e012be723ea7,24-04-2015 ,"DIPAK MISRA,N.V. RAMANA",18021 / 2007,Crl.A. No.-002047-002047 / 2008,,jonew/judgment/judis/42627.pdf
5f57b0d32206e012be723ea8,08-12-2015 ,"KURIAN JOSEPH,ARUN MISHRA",18127 / 2014,C.A. No.-001655-001655 / 2015,,jonew/judgment/judis/43174.pdf
5f57b0d92206e012be723ea9,18-09-2015 ,"J. CHELAMESWAR,ABHAY MANOHAR SAPRE",18130 / 1999,C.A. No.-000123-000123 / 2001,,jonew/judgment/judis/42956.pdf
5f57b0de2206e012be723eaa,02-11-2015 ,"ANIL R. DAVE,ADARSH KUMAR GOEL",18137 / 2015,Crl.A. No.-001437-001437 / 2015,,jonew/judgment/judis/43320.pdf
5f57b0e42206e012be723eab,23-04-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",18165 / 2004,C.A. No.-006709-006709 / 2004,,jonew/judgment/judis/42625.pdf
5f57b0e92206e012be723eac,20-07-2015 ,"VIKRAMAJIT SEN,SHIVA KIRTI SINGH",18165 / 2014,C.A. No.-005631-005632 / 2015,,jonew/judgment/judis/42792.pdf
5f57b0ee2206e012be723ead,22-01-2015 ,"V. GOPALA GOWDA,C. NAGAPPAN",18189 / 2011,C.A. No.-007424-007424 / 2013,,jonew/judgment/judis/42319.pdf
5f57b0f42206e012be723eae,16-09-2015 ,"PINAKI CHANDRA GHOSE,R.K. AGRAWAL",18240 / 2007,Crl.A. No.-000951-000951 / 2007,,jonew/judgment/judis/42946.pdf
5f57b0f92206e012be723eaf,30-09-2015 ,"M.Y. EQBAL,C. NAGAPPAN",18312 / 1999,W.P.(C) No.-000027-000027 / 2000,,jonew/judgment/judis/42990.pdf
5f57b0fe2206e012be723eb0,26-05-2015 ,"A.K. SIKRI,UDAY UMESH LALIT",18394 / 2014,Crl.A. No.-001554-001554 / 2014,,jonew/judgment/judis/42714.pdf
5f57b1042206e012be723eb1,08-05-2015 ,"PINAKI CHANDRA GHOSE,R.K. AGRAWAL",18432 / 2011,Crl.A. No.-000507-000507 / 2013,,jonew/judgment/judis/42674.pdf
5f57b1092206e012be723eb2,10-08-2015 ,"VIKRAMAJIT SEN,SHIVA KIRTI SINGH",18499 / 2005,C.A. No.-005471-005471 / 2005,,jonew/judgment/judis/42840.pdf
5f57b10e2206e012be723eb3,21-01-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",18529 / 2009,C.A. No.-001478-001478 / 2015,,jonew/judgment/judis/42359.pdf
5f57b1142206e012be723eb4,16-12-2015 ,"RANJAN GOGOI,N.V. RAMANA",18530 / 2006,W.P.(C) No.-000354-000354 / 2006,,jonew/judgment/judis/43190.pdf
5f57b1192206e012be723eb5,25-02-2015 ,"V. GOPALA GOWDA,C. NAGAPPAN",18542 / 2006,C.A. No.-005319-005319 / 2008,,jonew/judgment/judis/42428.pdf
5f57b11e2206e012be723eb6,18-03-2015 ,"V. GOPALA GOWDA,C. NAGAPPAN",18560 / 2007,C.A. No.-006950-006950 / 2009,,jonew/judgment/judis/42497.pdf
5f57b1242206e012be723eb7,25-03-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",18642 / 2003,C.A. No.-009043-009043 / 2003,,jonew/judgment/judis/42540.pdf
5f57b1292206e012be723eb8,15-05-2015 ,"T.S. THAKUR,R. BANUMATHI",18651 / 2013,C.A. No.-004472-004472 / 2015,,jonew/judgment/judis/42703.pdf
5f57b12e2206e012be723eb9,14-08-2015 ,"ANIL R. DAVE,R.K. AGRAWAL",18679 / 2015,C.A. No.-004905-004905 / 2015,,jonew/judgment/judis/42860.pdf
5f57b1342206e012be723eba,14-01-2015 ,"T.S. THAKUR,R. BANUMATHI",18693 / 2012,Crl.A. No.-000082-000082 / 2015,,jonew/judgment/judis/42293.pdf
5f57b13a2206e012be723ebb,02-12-2015 ,"KURIAN JOSEPH,ROHINTON FALI NARIMAN",18753 / 1999,CONMT.PET.(C) No.-000128-000128 / 2000,,jonew/judgment/judis/43164.pdf
5f57b13f2206e012be723ebc,16-09-2015 ,"PINAKI CHANDRA GHOSE,R.K. AGRAWAL",18792 / 2009,Crl.A. No.-001001-001001 / 2010,,jonew/judgment/judis/42947.pdf
5f57b1442206e012be723ebd,13-03-2015 ,"V. GOPALA GOWDA,R. BANUMATHI",18800 / 2013,C.A. No.-002835-002835 / 2015,,jonew/judgment/judis/42472.pdf
5f57b14a2206e012be723ebe,07-10-2015 ,"T.S. THAKUR,V. GOPALA GOWDA",18832 / 2013,C.A. No.-008314-008314 / 2015,,jonew/judgment/judis/43009.pdf
5f57b14f2206e012be723ebf,03-08-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",18861 / 2015,Crl.A. No.-000983-000983 / 2015,,jonew/judgment/judis/42830.pdf
5f57b1542206e012be723ec0,08-05-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",18902 / 2004,C.A. No.-002830-002830 / 2005,,jonew/judgment/judis/42785.pdf
5f57b15a2206e012be723ec1,06-05-2015 ,"V. GOPALA GOWDA,C. NAGAPPAN",18946 / 2013,C.A. No.-004220-004220 / 2015,,jonew/judgment/judis/42670.pdf
5f57b15f2206e012be723ec2,13-05-2015 ,"RANJAN GOGOI,PINAKI CHANDRA GHOSE",18991 / 2012,C.A. No.-004394-004394 / 2015,,jonew/judgment/judis/42687.pdf
5f57b1642206e012be723ec3,17-03-2015 ,"FAKKIR MOHAMED IBRAHIM KALIFULLA,SHIVA KIRTI SINGH",18994 / 2014,Crl.A. No.-000461-000461 / 2015,,jonew/judgment/judis/42489.pdf
5f57b16a2206e012be723ec4,28-08-2015 ,"DIPAK MISRA,R. BANUMATHI",19020 / 2009,Crl.A. No.-001496-001496 / 2009,,jonew/judgment/judis/42898.pdf
5f57b16f2206e012be723ec5,27-10-2015 ,"H.L. DATTU,ARUN MISHRA",19054 / 2009,C.A. No.-005293-005293 / 2010,,jonew/judgment/judis/43084.pdf
5f57b1742206e012be723ec6,19-08-2015 ,"ANIL R. DAVE,KURIAN JOSEPH,ADARSH KUMAR GOEL",19067 / 2015,C.A. No.-006521-006521 / 2015,,jonew/judgment/judis/42909.pdf
5f57b17a2206e012be723ec7,11-02-2015 ,"M.Y. EQBAL,PINAKI CHANDRA GHOSE",19073 / 2009,Crl.A. No.-002146-002146 / 2009,,jonew/judgment/judis/42366.pdf
5f57b17f2206e012be723ec8,06-10-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",19087 / 2007,Crl.A. No.-001336-001336 / 2007,,jonew/judgment/judis/43167.pdf
5f57b1852206e012be723ec9,06-08-2015 ,"DIPAK MISRA,V. GOPALA GOWDA",19096 / 2000,C.A. No.-007251-007302 / 2000,,jonew/judgment/judis/42833.pdf
5f57b18a2206e012be723eca,07-10-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",19182 / 2013,C.A. No.-006088-006088 / 2013,,jonew/judgment/judis/43039.pdf
5f57b1902206e012be723ecb,27-10-2015 ,"H.L. DATTU,ARUN MISHRA",19203 / 2013,C.A. No.-008879-008879 / 2015,,jonew/judgment/judis/43085.pdf
5f57b1952206e012be723ecc,15-12-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",19214 / 2003,C.A. No.-008593-008593 / 2003,,jonew/judgment/judis/43888.pdf
5f57b19a2206e012be723ecd,30-10-2015 ,"ANIL R. DAVE,ADARSH KUMAR GOEL",19225 / 2015,C.A. No.-009178-009178 / 2015,,jonew/judgment/judis/43385.pdf
5f57b1a02206e012be723ece,24-11-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",19249 / 2014,C.A. No.-002806-002806 / 2015,,jonew/judgment/judis/43132.pdf
5f57b1a52206e012be723ecf,30-10-2015 ,"ANIL R. DAVE,ADARSH KUMAR GOEL",19251 / 2008,C.A. No.-009176-009177 / 2015,,jonew/judgment/judis/43384.pdf
5f57b1ab2206e012be723ed0,30-03-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",19255 / 2014,Crl.A. No.-000520-000520 / 2015,,jonew/judgment/judis/42539.pdf
5f57b1b02206e012be723ed1,13-03-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",19259 / 2003,C.A. No.-008359-008359 / 2003,,jonew/judgment/judis/42574.pdf
5f57b1b62206e012be723ed2,02-09-2015 ,"M.Y. EQBAL,C. NAGAPPAN",19266 / 2003,C.A. No.-008224-008224 / 2003,,jonew/judgment/judis/42911.pdf
5f57b1bb2206e012be723ed3,20-11-2015 ,"S.A. BOBDE,PRAFULLA C. PANT",19372 / 2006,Crl.A. No.-001526-001526 / 2008,,jonew/judgment/judis/43127.pdf
5f57b1c12206e012be723ed4,11-08-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",19416 / 2003,C.A. No.-006718-006718 / 2004,,jonew/judgment/judis/42838.pdf
5f57b1c62206e012be723ed5,16-04-2015 ,"RANJAN GOGOI,N.V. RAMANA",19440 / 2014,SLP(C) No.-015814-015814 / 2014,,jonew/judgment/judis/42595.pdf
5f57b1cc2206e012be723ed6,26-03-2015 ,"JAGDISH SINGH KHEHAR,S.A. BOBDE",19452 / 2009,Crl.A. No.-000516-000518 / 2010,,jonew/judgment/judis/42533.pdf
5f57b1d22206e012be723ed7,16-03-2015 ,"T.S. THAKUR,ADARSH KUMAR GOEL",19483 / 2013,Crl.A. No.-000456-000456 / 2015,,jonew/judgment/judis/42479.pdf
5f57b1d72206e012be723ed8,28-09-2015 ,"ANIL R. DAVE,ADARSH KUMAR GOEL",19650 / 2015,C.A. No.-008018-008018 / 2015,,jonew/judgment/judis/43023.pdf
5f57b1dd2206e012be723ed9,15-05-2015 ,"M.Y. EQBAL,S.A. BOBDE",19657 / 2012,C.A. No.-004467-004467 / 2015,,jonew/judgment/judis/42708.pdf
5f57b1e22206e012be723eda,12-08-2015 ,"A.K. SIKRI,N.V. RAMANA",19667 / 2002,C.A. No.-004417-004417 / 2003,,jonew/judgment/judis/42847.pdf
5f57b1e82206e012be723edb,10-08-2015 ,"ANIL R. DAVE,KURIAN JOSEPH",19781 / 2015,W.P.(C) No.-000404-000404 / 2015,,jonew/judgment/judis/42852.pdf
5f57b1ed2206e012be723edc,10-02-2015 ,"RANJAN GOGOI,R.K. AGRAWAL",19821 / 2006,C.A. No.-004510-004510 / 2006,,jonew/judgment/judis/42362.pdf
5f57b1f32206e012be723edd,24-07-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",19837 / 2007,C.A. No.-000728-000728 / 2011,,jonew/judgment/judis/43213.pdf
5f57b1f92206e012be723ede,26-03-2015 ,"JAGDISH SINGH KHEHAR,S.A. BOBDE",19844 / 2006,C.A. No.-003194-003194 / 2015,,jonew/judgment/judis/42531.pdf
5f57b1ff2206e012be723edf,29-10-2015 ,"RANJAN GOGOI,N.V. RAMANA",19880 / 2010,C.A. No.-002261-002262 / 2012,,jonew/judgment/judis/43093.pdf
5f57b2042206e012be723ee0,26-02-2015 ,"M.Y. EQBAL,PINAKI CHANDRA GHOSE",19890 / 2013,Crl.A. No.-001410-001410 / 2013,,jonew/judgment/judis/42435.pdf
5f57b20a2206e012be723ee1,21-09-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",19952 / 2005,C.A. No.-006873-006881 / 2005,,jonew/judgment/judis/42959.pdf
5f57b20f2206e012be723ee2,21-08-2015 ,"VIKRAMAJIT SEN,SHIVA KIRTI SINGH",19975 / 2005,C.A. No.-002246-002246 / 2006,,jonew/judgment/judis/42873.pdf
5f57b2152206e012be723ee3,08-04-2015 ,"M.Y. EQBAL,S.A. BOBDE",19999 / 2014,C.A. No.-003391-003391 / 2015,,jonew/judgment/judis/42567.pdf
5f57b21b2206e012be723ee4,10-03-2015 ,"ANIL R. DAVE,KURIAN JOSEPH",20030 / 2012,C.A. No.-002874-002875 / 2015,,jonew/judgment/judis/42501.pdf
5f57b2202206e012be723ee5,09-10-2015 ,"M.Y. EQBAL,C. NAGAPPAN",20068 / 2010,C.A. No.-008429-008429 / 2015,,jonew/judgment/judis/43031.pdf
5f57b2262206e012be723ee6,13-02-2015 ,"RANJAN GOGOI,PRAFULLA C. PANT",20106 / 2003,C.A. No.-005254-005254 / 2006,,jonew/judgment/judis/42377.pdf
5f57b22c2206e012be723ee7,25-08-2015 ,"T.S. THAKUR,R. BANUMATHI",20193 / 2013,C.A. No.-006567-006567 / 2015,,jonew/judgment/judis/42893.pdf
5f57b2312206e012be723ee8,14-09-2015 ,"H.L. DATTU,V. GOPALA GOWDA,AMITAVA ROY",20278 / 2008,Crl.A. No.-000031-000031 / 2009,,jonew/judgment/judis/42944.pdf
5f57b2372206e012be723ee9,06-05-2015 ,"PINAKI CHANDRA GHOSE,UDAY UMESH LALIT",20285 / 2008,Crl.A. No.-001220-001220 / 2009,,jonew/judgment/judis/42666.pdf
5f57b23d2206e012be723eea,09-10-2015 ,"M.Y. EQBAL,KURIAN JOSEPH",20365 / 2012,C.A. No.-005514-005514 / 2012,,jonew/judgment/judis/43029.pdf
5f57b2422206e012be723eeb,19-03-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",20542 / 2014,Crl.A. No.-000471-000471 / 2015,,jonew/judgment/judis/42493.pdf
5f57b2482206e012be723eec,04-11-2015 ,"VIKRAMAJIT SEN,SHIVA KIRTI SINGH",20698 / 2006,C.A. No.-004664-004664 / 2006,,jonew/judgment/judis/43108.pdf
5f57b24e2206e012be723eed,23-07-2015 ,"JAGDISH SINGH KHEHAR,ADARSH KUMAR GOEL",20737 / 2010,Crl.A. No.-001833-001833 / 2011,,jonew/judgment/judis/42818.pdf
5f57b2532206e012be723eee,14-09-2015 ,"KURIAN JOSEPH,ARUN MISHRA",20769 / 2013,C.A. No.-007174-007174 / 2015,,jonew/judgment/judis/43057.pdf
5f57b2592206e012be723eef,06-10-2015 ,"A.K. SIKRI,ROHINTON FALI NARIMAN",20802 / 2005,C.A. No.-006930-006931 / 2005,,jonew/judgment/judis/43036.pdf
5f57b25f2206e012be723ef0,06-04-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",20829 / 2014,Crl.A. No.-000564-000565 / 2015,,jonew/judgment/judis/42552.pdf
5f57b2652206e012be723ef1,14-08-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",20867 / 2014,C.A. No.-006086-006086 / 2015,,jonew/judgment/judis/42858.pdf
5f57b26a2206e012be723ef2,29-09-2015 ,"PINAKI CHANDRA GHOSE,UDAY UMESH LALIT",20885 / 2007,Crl.A. No.-001189-001189 / 2008,,jonew/judgment/judis/43034.pdf
5f57b2702206e012be723ef3,28-04-2015 ,"DIPAK MISRA,PRAFULLA C. PANT",20902 / 2014,Crl.A. No.-000709-000709 / 2015,,jonew/judgment/judis/42644.pdf
5f57b2762206e012be723ef4,29-12-2015 ,"VIKRAMAJIT SEN,SHIVA KIRTI SINGH",20928 / 2010,C.A. No.-003646-003646 / 2011,,jonew/judgment/judis/43212.pdf
5f57b27b2206e012be723ef5,04-09-2015 ,"DIPAK MISRA,R. BANUMATHI",20951 / 2006,C.A. No.-005853-005854 / 2008,,jonew/judgment/judis/42918.pdf
5f57b2812206e012be723ef6,30-11-2015 ,"ANIL R. DAVE,ADARSH KUMAR GOEL",20966 / 2014,C.A. No.-013849-013849 / 2015,,jonew/judgment/judis/43330.pdf
5f57b2872206e012be723ef7,23-04-2015 ,"T.S. THAKUR,R. BANUMATHI,AMITAVA ROY",21051 / 2013,Crl.A. No.-000701-000702 / 2015,,jonew/judgment/judis/42626.pdf
5f57b28c2206e012be723ef8,28-10-2015 ,"DIPAK MISRA,UDAY UMESH LALIT",21149 / 2006,C.A. No.-001434-001434 / 2008,,jonew/judgment/judis/43098.pdf
5f57b2922206e012be723ef9,13-05-2015 ,"ANIL R. DAVE,UDAY UMESH LALIT",21165 / 2009,C.A. No.-006478-006478 / 2009,,jonew/judgment/judis/42689.pdf
5f57b2982206e012be723efa,21-04-2015 ,"M.Y. EQBAL,AMITAVA ROY",21228 / 2014,C.A. No.-003786-003786 / 2015,,jonew/judgment/judis/42621.pdf
5f57b29e2206e012be723efb,07-10-2015 ,"PINAKI CHANDRA GHOSE,R.K. AGRAWAL",21250 / 2010,Crl.A. No.-001439-001439 / 2011,,jonew/judgment/judis/43006.pdf
5f57b2a42206e012be723efc,01-07-2015 ,"PINAKI CHANDRA GHOSE,UDAY UMESH LALIT",21307 / 2009,Crl.A. No.-001506-001506 / 2009,,jonew/judgment/judis/42733.pdf
5f57b2a92206e012be723efd,23-07-2015 ,"M.Y. EQBAL,ARUN MISHRA",21359 / 2015,W.P.(C) No.-000441-000441 / 2015,,jonew/judgment/judis/42794.pdf
5f57b2af2206e012be723efe,11-03-2015 ,"SUDHANSU JYOTI MUKHOPADHAYA,N.V. RAMANA",21374 / 2014,C.A. No.-005946-005947 / 2014,,jonew/judgment/judis/42465.pdf
5f57b2b52206e012be723eff,09-12-2015 ,"VIKRAMAJIT SEN,SHIVA KIRTI SINGH",21388 / 2006,C.A. No.-003682-003682 / 2006,,jonew/judgment/judis/43166.pdf
